DIRECTORIO,TIP_FOR,P1,P1S1,P2,P2S1,P5,CTL_1,P8R,P9,P10R,P11,P12,P13,P15,P16S1,P16S2,P16S3,P16S4,P16S5,P16S6,P16S7,P16S8,P16S9,P17,P17S1,P17S2,P17S3,P17S4,P17S5,P17S6,P17S7,P17S8,P17S9,P17S10,P18,P19,P20,P20S1,P20S2,P20S3,P20S4,P20S5,P20S1A1,P20S2A1,P20S3A1,P20S4A1,P20S5A1,P21,P22,P23,P23S1R,P23S2,P24,P25,P26,P26S1,P26S2,P26S3,P26S4,P26S5,P26S6,P26_1,P26_2S1,P26_2S2,P26_2S3,P26_2S4,P26_2S5,P26_2S6,P26_2S7,P26_2S8,P27,P28R,P29,P30,P30S1,P30S2,P30S3,P30S4,P30S5,P30S6,P30S7,P30S8,P30S9,P30S1A1R,P30S2A1R,P30S3A1R,P30S4A1R,P30S5A1R,P30S6A1R,P30S7A1R,P30S8A1R,P30S9A1R,P30_1,P30_2,P31,P32,P32S1,P32S2,P32S3,P32S4,P32S5,P32S6,P32S7,P32S8,P33,P33S1,P33S2,P33S3,P33S4,P33S5,P33S6,P33_1,P33_2,P33_2S1,P33_2S2,P33_2S3,P33_2S4,P33_2S5,P34,P35,P36R,P37S1,P37S2,P37S3,P37S4,P37S5,P37S6,P37S7,COMPLETA
3063,2,44,44001,1,02,1,1,20,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,1,2,1,2,2,2,2,2,2,17,,17,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3064,2,54,54001,1,01,1,1,51,1,3,3,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,11,4,3,,2,2,2,2,2,2,,,,,,,,,,1,4,2,,1,1,2,2,2,2,2,2,2,20,20,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3065,2,54,54001,1,10,1,1,21,1,3,1,1,1,6,4,4,1,4,4,4,4,4,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,6,0,7,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,1,1,2,1,1,2,2,2,15,15,15,,16,16,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3066,2,54,54001,1,02,1,1,32,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,12,0,1,1,,1,2,2,2,2,2,1,,,,,1,1,,,1,3,4,,2,2,2,1,2,1,2,2,2,,,,17,,18,,,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,2,,1,2,2,1,2,1,,,,,,,,,,1
3067,2,54,54001,1,02,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,1,,,,,,,1
3069,2,44,44001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,,,,1,,,,1
3070,2,54,54001,1,02,1,1,18,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,11,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,1,2,2,2,2,1,2,2,2,17,,,,,17,,,,1,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,1,1,,,,,,,,,,1
3071,2,44,44001,1,01,1,1,66,1,3,1,1,1,6,4,4,4,4,2,4,4,4,4,1,,,,,,,,,,,10,,,2,2,2,2,2,,,,,,2,7,,10,0,7,6,,1,1,2,2,2,2,1,1,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,1,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3072,2,44,44001,1,09,1,1,23,1,1,2,1,1,6,4,4,4,4,2,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,1,6,2,5,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,1,2,2,2,2,2,2,,,16,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3073,2,54,54001,1,03,1,1,29,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,1,,,,,11,,,2,2,2,2,1,,,,,2,1,1,,2,0,1,4,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,1,2,1,2,1,1,1,1,1,15,,17,,17,17,20,20,20,7,1,1,2,,,,,,,,1,,2,2,2,1,1,2,1,,1,1,1,1,1,1,,,,,,,,,,1
3074,2,44,44001,1,09,1,1,26,1,5,3,1,1,1,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,1,2,5,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3075,2,54,54001,1,01,2,1,56,1,5,1,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,20,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,2,2,2,2,2,1,2,2,2,,,,,,40,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3076,2,54,54001,1,06,1,1,39,2,5,3,1,2,6,4,4,3,4,4,3,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,2,4,6,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,1,2,2,2,2,2,2,2,19,20,,,,,,,,1,,2,,,,,,,,,,,1,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3077,2,54,54001,1,05,1,1,44,1,5,3,1,1,6,4,4,4,4,4,4,4,3,4,1,,,,,,,,,1,,10,,,2,2,2,2,2,,,,,,1,6,,3,0,5,2,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,18,,,,,,,,,1,,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3078,2,54,54001,1,01,2,1,18,1,5,3,1,1,6,4,4,4,4,4,4,4,3,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,3,0,2,9,,2,1,2,2,2,2,2,,1,,1,,,,,1,1,5,,1,2,1,1,1,1,2,2,2,15,,15,15,16,16,,,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,1,2,1,,,,,,,,,,1
3079,2,54,54001,1,06,1,1,19,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,2,2,1,,2,2,2,1,2,2,4,1,,,,,,,,1,1,5,,1,1,1,2,2,2,2,2,2,15,15,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,1,1,,,,,,,,,,1
3080,2,54,54001,1,05,1,1,52,1,5,3,1,1,6,4,3,3,4,3,2,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,6,,0,8,5,9,,2,2,2,2,2,2,,,,,,,,,,1,4,1,,2,2,1,2,2,2,2,2,2,,,18,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3081,2,54,54001,1,01,2,1,66,1,3,2,1,1,5,4,4,4,4,4,4,4,4,3,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,7,,23,6,4,3,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,1,2,2,2,2,2,2,2,15,15,,,,,,,,2,,2,,,,,,,,,,,1,1,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3082,2,54,54001,1,05,1,1,25,1,3,1,1,1,6,4,4,4,4,4,4,4,2,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,10,0,2,3,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,1,2,1,2,1,1,1,1,2,15,,15,,15,15,18,15,,7,2,1,2,,,,,,,,1,,1,2,1,1,1,2,2,,1,2,1,1,1,1,,,,,,,,,,1
3083,2,54,54001,1,03,1,1,21,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,1,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,3,4,,2,2,1,2,1,1,2,2,2,,,15,,17,17,,,,5,1,2,,,,,,,,,,,2,2,1,2,2,2,2,,1,2,2,2,1,1,,,,,,,,,,1
3084,2,73,73001,1,11,1,1,51,1,6,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,30,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,2,1,2,2,1,2,2,2,19,,17,,,26,,,,6,2,1,2,,,,,,,,1,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3085,2,73,73001,1,11,1,1,39,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,1,1,,13,0,1,1,,1,2,2,2,2,2,1,1,,,,,,,,1,3,5,,1,2,2,1,2,1,2,2,2,20,,,26,,20,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3086,2,73,73001,1,11,1,1,25,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,5,,15,0,4,9,,1,2,2,2,2,2,1,1,,,,,,,,1,6,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,2,2,2,1,,,,,,,,,,1
3087,2,54,54001,1,06,1,1,28,1,5,3,2,2,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,10,,,2,2,2,2,2,,,,,,1,5,,0,6,4,1,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3088,2,47,47001,1,07,1,1,37,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,1,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3089,2,54,54001,1,06,1,1,20,1,5,3,1,2,6,4,4,4,4,4,4,4,3,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,8,7,3,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,1,1,1,2,2,2,2,2,2,15,15,15,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3090,2,47,47001,1,07,1,1,36,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,15,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,3,4,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,1,2,2,,2,2,2,2,1,1,,,,,,,,,,1
3091,2,54,54001,1,06,1,1,18,1,5,3,1,1,6,4,4,3,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,1,4,9,,2,2,2,2,2,2,,,,,,,,,,1,4,1,,1,1,1,2,2,2,2,2,2,15,15,15,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3092,2,47,47001,1,07,1,1,42,2,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,5,,4,0,4,7,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3093,2,54,54001,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,,1,,,1
3094,2,54,54001,1,06,1,1,29,2,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,8,0,7,1,,2,1,2,2,2,2,2,1,1,,,,,,,1,3,5,,1,2,2,2,2,1,2,2,2,17,,,,,20,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,1,1,,,,,,,,,,1
3095,2,54,54001,1,10,1,1,24,1,5,3,1,1,6,4,4,4,4,4,4,4,4,3,2,,,,,,,,,,,,,,2,1,2,2,2,,2,,,,1,1,,0,2,1,3,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3096,2,54,54001,1,10,1,1,36,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,1,2,,,,1,,1,7,,3,0,11,9,,2,2,2,2,2,2,,,,,,,,,,1,3,4,,1,1,1,2,1,1,2,2,2,15,18,18,,15,15,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,1,,1,2,2,2,1,1,,,,,,,,,,1
3097,2,47,47001,1,07,1,1,20,1,5,3,1,2,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,1,,11,,,2,2,2,2,2,,,,,,1,5,,10,0,5,1,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3098,2,54,54001,1,10,1,1,33,2,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,20,0,1,1,,1,1,2,2,2,2,1,1,1,1,,,,,1,1,2,4,,1,2,2,2,2,1,1,2,2,18,,,,,20,20,,,7,1,1,1,,,,,,,,,,2,2,1,2,2,2,1,,1,1,2,2,2,1,,,,,,,,,,1
3099,2,54,54001,1,09,1,1,37,2,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,20,0,2,1,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,2,1,2,,,,,,,1,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3100,2,54,54001,1,06,1,1,32,1,5,3,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,1,6,4,6,,2,1,2,1,2,2,2,,,,,,,,1,1,6,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,,,,,,,,1,,1,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3101,2,54,54001,1,10,1,1,35,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,3,1,1,,2,2,2,2,2,2,,,,,,,,,,1,7,4,,1,2,1,2,2,1,2,2,2,15,,16,,,20,,,,6,2,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3102,2,54,54001,1,10,1,1,38,2,3,1,1,1,6,4,4,4,4,4,4,4,2,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,3,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,1,1,2,1,1,1,2,2,15,15,15,,15,15,16,,,6,1,1,1,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3103,2,63,63001,1,07,1,1,67,1,3,2,1,1,5,3,4,2,3,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,5,,2,0,4,9,,2,2,1,2,2,2,3,1,,,,,,,,1,2,9,,1,2,2,2,2,2,2,2,2,45,,,,,,,,,1,,1,2,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3104,2,54,54001,1,10,1,1,27,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,1,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,1,1,2,2,2,1,2,2,2,21,22,,,,22,,,,6,2,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3105,2,54,54001,1,10,1,1,46,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,10,0,2,9,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,2,2,2,2,2,1,2,2,2,,,,,,20,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3106,2,54,54001,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,,,,1,,1
3107,2,54,54001,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,,,,,,1,,1
3108,2,54,54001,1,10,1,1,27,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,0,7,1,3,,2,2,2,2,2,2,,,,,,,,,,1,7,1,,1,2,2,2,2,1,2,2,2,15,,,,,15,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,2,,1,2,2,2,1,1,,,,,,,,,,1
3109,2,47,47001,1,07,1,1,40,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,1,5,,3,6,4,9,,2,2,2,2,2,2,,,,,,,,,,1,6,5,,1,1,2,2,2,2,2,2,2,15,20,,,,,,,,2,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3110,2,54,54001,1,06,1,1,35,1,5,3,1,2,1,4,4,3,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,5,,2,0,4,1,,2,2,2,2,2,2,,,,,,,,,,1,7,3,,1,1,2,2,2,2,2,2,2,18,21,,,,,,,,1,,2,,,,,,,,,,,1,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3111,2,63,63001,1,07,1,1,49,1,3,3,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,2,1,5,9,,2,2,2,2,2,2,,,,,,,,,,2,8,9,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3114,2,63,63001,1,07,1,1,53,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,23,0,4,3,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,1,2,1,2,2,2,2,2,2,23,,23,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3115,2,54,54001,1,10,1,1,40,1,3,1,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,3,0,4,9,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,1,1,1,2,2,2,2,2,2,15,15,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3116,2,41,41001,1,06,1,1,58,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,1,,,,,1,1,,2,2,2,2,2,,,,,,1,1,,25,0,1,3,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,1,1,1,2,2,1,2,2,2,15,15,15,,,15,,,,6,1,1,1,,,,,,,,,,1,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3117,2,54,54001,1,10,1,1,41,1,3,1,1,1,6,4,4,4,4,1,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,0,7,7,3,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,1,2,2,2,2,1,2,2,2,20,,,,,20,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3118,2,54,54001,1,10,1,1,47,1,3,2,1,1,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,29,0,2,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,1,1,2,2,2,,,,,15,15,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,2,,1,2,2,2,2,1,,,,,,,,,,1
3119,2,63,63001,1,07,1,1,47,1,3,1,1,1,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,8,0,7,3,,2,2,2,2,2,2,,,,,,,,,,1,4,1,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,3,2,,,,,,,,,,,2,2,2,1,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3120,2,63,63001,1,07,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,,1,,,1
3121,2,70,70001,1,05,1,1,35,1,6,1,1,1,5,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,11,5,2,4,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,1,2,2,1,2,2,2,,,15,,,15,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3122,2,63,63001,1,05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,,,1,,,1
3123,2,54,54001,1,02,1,1,40,1,5,1,1,1,6,3,4,3,4,4,4,4,4,4,1,,,,,,,,1,,,3,1,,2,2,2,2,2,,,,,,1,5,,9,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,1,2,2,2,1,2,2,20,,20,,,,20,,,7,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,1,1,1,1,,,,,,,,,,1
3124,2,54,54001,1,04,1,1,28,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,0,1,4,1,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,1,1,2,2,2,2,2,2,17,21,15,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
3125,2,54,54001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,,,,1,,,,1
3126,2,63,63001,1,05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,,,1,,,,,1
3127,2,41,41001,1,06,1,1,43,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,1,0,2,2,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,1,1,2,1,1,2,1,1,15,15,16,,19,16,,20,16,6,1,1,1,,,,,,,,,,1,1,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3128,2,63,63001,1,07,1,1,56,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,21,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,2,2,1,2,2,2,2,2,2,,,16,,,,,,,3,,2,,,,,,,,,,,2,1,1,2,2,2,1,,1,2,2,2,1,1,,,,,,,,,,1
3129,2,70,70001,1,05,1,1,26,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,1,,,,,,11,,,2,2,2,2,2,,,,,,1,1,,5,6,1,2,,2,2,1,1,1,2,3,,1,,,,,1,1,1,2,5,,1,1,1,1,1,1,2,1,2,15,15,15,15,20,15,,15,,6,1,1,2,,,,,,,1,,,2,2,2,2,2,2,1,,2,2,2,2,1,1,,,,,,,,,,1
3130,2,54,54001,1,08,1,1,28,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,7,0,1,3,,2,2,2,2,2,2,,,,,,,,,,1,5,5,,2,2,2,2,2,1,1,2,2,,,,,,16,18,,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3131,2,54,54001,1,10,1,1,21,1,3,3,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,3,1,,6,0,1,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,1,2,1,2,2,1,2,2,2,15,,15,,,17,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
3132,2,54,54001,1,01,1,1,41,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,14,0,1,8,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,1,2,2,2,1,2,2,2,15,17,,,,15,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
